CODGEO,LIBGEO,POPULATION
01,L' Abergement-Clémenciat,767
01,L' Abergement-de-Varey,236
01,Ambérieu-en-Bugey,14359
01,Ambérieux-en-Dombes,1635
01,Ambléon,108
01,Ambronay,2503
01,Ambutrix,744
01,Andert-et-Condon,337
01,Anglefort,1108
01,Apremont,394
01,Aranc,314
01,Arandas,158
01,Arbent,3410
01,Arbignieu,495
01,Arbigny,427
01,Argis,422
01,Armix,21
01,Ars-sur-Formans,1387
01,Artemare,1175
01,Asnières-sur-Saône,69
01,Attignat,3260
01,Bâgé-la-Ville,3154
01,Bâgé-le-Châtel,855
01,Balan,2828
01,Baneins,573
01,Béard-Géovreissiat,999
01,Beaupont,677
01,Beauregard,876
01,Béligneux,3304
01,Bellegarde-sur-Valserine,11644
01,Belley,8909
01,Belleydoux,327
01,Bellignat,3646
01,Belmont-Luthézieu,526
01,Bénonces,276
01,Bény,718
01,Béon,457
01,Béréziat,470
01,Bettant,746
01,Bey,260
01,Beynost,4534
01,Billiat,578
01,Birieux,280
01,Biziat,824
01,Blyes,944
01,Bohas-Meyriat-Rignat,874
01,La Boisse,2927
01,Boissey,314
01,Bolozon,90
01,Bouligneux,304
01,Bourg-en-Bresse,40490
01,Bourg-Saint-Christophe,1258
01,Boyeux-Saint-Jérôme,365
01,Boz,508
01,Brégnier-Cordon,865
01,Brénaz,91
01,Brénod,550
01,Brens,1200
01,Bressolles,812
01,Brion,514
01,Briord,946
01,Buellas,1734
01,La Burbanche,72
01,Ceignes,262
01,Cerdon,749
01,Certines,1440
01,Cessy,4524
01,Ceyzériat,3039
01,Ceyzérieu,1005
01,Chalamont,2409
01,Chaleins,1199
01,Chaley,146
01,Challes-la-Montagne,181
01,Challex,1385
01,Champagne-en-Valromey,805
01,Champdor,452
01,Champfromier,713
01,Chanay,646
01,Chaneins,847
01,Chanoz-Châtenay,756
01,La Chapelle-du-Châtelard,375
01,Charix,284
01,Charnoz-sur-Ain,915
01,Château-Gaillard,1940
01,Châtenay,339
01,Châtillon-en-Michaille,3173
01,Châtillon-la-Palud,1573
01,Châtillon-sur-Chalaronne,4957
01,Chavannes-sur-Reyssouze,732
01,Chavannes-sur-Suran,641
01,Chaveyriat,975
01,Chavornay,217
01,Chazey-Bons,831
01,Chazey-sur-Ain,1544
01,Cheignieu-la-Balme,146
01,Chevillard,159
01,Chevroux,944
01,Chevry,1396
01,Chézery-Forens,461
01,Civrieux,1441
01,Cize,173
01,Cleyzieu,136
01,Coligny,1164
01,Collonges,2104
01,Colomieu,124
01,Conand,113
01,Condamine,417
01,Condeissiat,806
01,Confort,556
01,Confrançon,1321
01,Contrevoz,518
01,Conzieu,146
01,Corbonod,1219
01,Corcelles,227
01,Corlier,116
01,Cormaranche-en-Bugey,801
01,Cormoranche-sur-Saône,1070
01,Cormoz,668
01,Corveissiat,617
01,Courmangoux,507
01,Courtes,282
01,Crans,264
01,Cras-sur-Reyssouze,1388
01,Cressin-Rochefort,380
01,Crottet,1717
01,Crozet,2015
01,Cruzilles-lès-Mépillat,831
01,Culoz,2986
01,Curciat-Dongalon,454
01,Curtafond,721
01,Cuzieu,404
01,Dagneux,4308
01,Divonne-les-Bains,8762
01,Dommartin,882
01,Dompierre-sur-Chalaronne,402
01,Dompierre-sur-Veyle,1175
01,Domsure,477
01,Dortan,1855
01,Douvres,1015
01,Drom,218
01,Druillat,1151
01,Échallon,765
01,Échenevex,1904
01,Étrez,793
01,Évosges,144
01,Faramans,772
01,Fareins,2199
01,Farges,946
01,Feillens,3186
01,Ferney-Voltaire,9236
01,Flaxieu,65
01,Foissiat,2005
01,Francheleins,1482
01,Frans,2087
01,Garnerans,667
01,Genouilleux,591
01,Géovreisset,928
01,Germagnat,149
01,Gex,10893
01,Giron,172
01,Gorrevod,829
01,Le Grand-Abergement,127
01,Grand-Corent,174
01,Grièges,1925
01,Grilly,780
01,Groissiat,1176
01,Groslée,361
01,Guéreins,1418
01,Hautecourt-Romanèche,795
01,Hauteville-Lompnes,3919
01,Hostiaz,86
01,Hotonnes,300
01,Illiat,592
01,Injoux-Génissiat,1130
01,Innimond,117
01,Izenave,170
01,Izernore,2312
01,Izieu,221
01,Jassans-Riottier,6254
01,Jasseron,1682
01,Jayat,1099
01,Journans,345
01,Joyeux,263
01,Jujurieux,2172
01,Labalme,206
01,Lagnieu,6889
01,Laiz,1187
01,Lalleyriat,261
01,Lancrans,1030
01,Lantenay,261
01,Lapeyrouse,316
01,Lavours,144
01,Léaz,650
01,Lélex,231
01,Lent,1413
01,Lescheroux,695
01,Leyment,1249
01,Leyssard,149
01,Lhôpital,50
01,Lhuis,880
01,Lochieu,95
01,Lompnas,160
01,Lompnieu,118
01,Loyettes,3115
01,Lurcy,403
01,Magnieu,443
01,Maillat,648
01,Malafretaz,1134
01,Mantenay-Montlin,309
01,Manziat,1948
01,Marboz,2196
01,Marchamp,128
01,Marignieu,164
01,Marlieux,995
01,Marsonnas,998
01,Martignat,1584
01,Massieux,2448
01,Massignieu-de-Rives,646
01,Matafelon-Granges,651
01,Meillonnas,1303
01,Mérignat,125
01,Messimy-sur-Saône,1218
01,Meximieux,7424
01,Mézériat,2140
01,Mijoux,360
01,Mionnay,2121
01,Miribel,9277
01,Misérieux,1842
01,Mogneneins,765
01,Montagnat,1803
01,Montagnieu,561
01,Montanges,338
01,Montceaux,1226
01,Montcet,659
01,Le Montellier,256
01,Monthieux,669
01,Montluel,7074
01,Montmerle-sur-Saône,3828
01,Montracol,999
01,Montréal-la-Cluse,3410
01,Montrevel-en-Bresse,2441
01,Murs-et-Gélignieux,250
01,Nantua,3524
01,Nattages,569
01,Neuville-les-Dames,1492
01,Neuville-sur-Ain,1610
01,Les Neyrolles,636
01,Neyron,2497
01,Niévroz,1524
01,Nivollet-Montgriffon,119
01,Nurieux-Volognat,1025
01,Oncieu,97
01,Ordonnaz,154
01,Ornex,4276
01,Outriaz,256
01,Oyonnax,22258
01,Ozan,649
01,Parcieux,1129
01,Parves,370
01,Péron,2437
01,Péronnas,6109
01,Pérouges,1206
01,Perrex,789
01,Le Petit-Abergement,135
01,Peyriat,176
01,Peyrieu,828
01,Peyzieux-sur-Saône,629
01,Pirajoux,400
01,Pizay,759
01,Plagne,128
01,Le Plantay,527
01,Le Poizat,450
01,Polliat,2424
01,Pollieu,157
01,Poncin,1686
01,Pont-d'Ain,2734
01,Pont-de-Vaux,2276
01,Pont-de-Veyle,1611
01,Port,848
01,Pougny,815
01,Pouillat,93
01,Prémeyzel,222
01,Prémillieu,45
01,Pressiat,237
01,Prévessin-Moëns,7560
01,Priay,1600
01,Pugieu,169
01,Ramasse,288
01,Rancé,685
01,Relevant,471
01,Replonges,3651
01,Revonnas,912
01,Reyrieux,4420
01,Reyssouze,979
01,Rignieux-le-Franc,964
01,Romans,602
01,Rossillon,143
01,Ruffieu,193
01,Saint-Alban,168
01,Saint-André-d'Huiriat,547
01,Saint-André-de-Bâgé,700
01,Saint-André-de-Corcy,2926
01,Saint-André-le-Bouchoux,354
01,Saint-André-sur-Vieux-Jonc,1121
01,Saint-Bénigne,1226
01,Saint-Benoît,819
01,Saint-Bernard,1406
01,Saint-Bois,136
01,Saint-Champ,156
01,Saint-Cyr-sur-Menthon,1719
01,Saint-Denis-en-Bugey,2216
01,Saint-Denis-lès-Bourg,5505
01,Saint-Didier-d'Aussiat,893
01,Saint-Didier-de-Formans,1818
01,Saint-Didier-sur-Chalaronne,2783
01,Saint-Éloi,444
01,Saint-Étienne-du-Bois,2522
01,Saint-Étienne-sur-Chalaronne,1501
01,Saint-Étienne-sur-Reyssouze,555
01,Saint-Genis-Pouilly,9635
01,Saint-Genis-sur-Menthon,466
01,Saint-Georges-sur-Renon,214
01,Saint-Germain-de-Joux,473
01,Saint-Germain-les-Paroisses,408
01,Saint-Germain-sur-Renon,230
01,Saint-Jean-de-Gonville,1547
01,Saint-Jean-de-Niost,1427
01,Saint-Jean-de-Thurigneux,789
01,Saint-Jean-le-Vieux,1645
01,Saint-Jean-sur-Reyssouze,733
01,Saint-Jean-sur-Veyle,1076
01,Saint-Julien-sur-Reyssouze,747
01,Saint-Julien-sur-Veyle,752
01,Saint-Just,894
01,Saint-Laurent-sur-Saône,1781
01,Saint-Marcel,1324
01,Saint-Martin-de-Bavel,427
01,Saint-Martin-du-Frêne,1101
01,Saint-Martin-du-Mont,1717
01,Saint-Martin-le-Châtel,800
01,Saint-Maurice-de-Beynost,3903
01,Saint-Maurice-de-Gourdans,2469
01,Saint-Maurice-de-Rémens,734
01,Saint-Nizier-le-Bouchoux,688
01,Saint-Nizier-le-Désert,894
01,Saint-Paul-de-Varax,1475
01,Saint-Rambert-en-Bugey,2240
01,Saint-Rémy,976
01,Saint-Sorlin-en-Bugey,1089
01,Saint-Sulpice,194
01,Saint-Trivier-de-Courtes,1091
01,Saint-Trivier-sur-Moignans,1826
01,Saint-Vulbas,1068
01,Sainte-Croix,536
01,Sainte-Euphémie,1630
01,Sainte-Julie,957
01,Sainte-Olive,294
01,Salavre,290
01,Samognat,677
01,Sandrans,508
01,Sault-Brénaz,1036
01,Sauverny,1059
01,Savigneux,1236
01,Ségny,1873
01,Seillonnaz,141
01,Sergy,2028
01,Sermoyer,675
01,Serrières-de-Briord,1294
01,Serrières-sur-Ain,125
01,Servas,1199
01,Servignat,169
01,Seyssel,965
01,Simandre-sur-Suran,694
01,Songieu,129
01,Sonthonnax-la-Montagne,320
01,Souclin,264
01,Sulignat,557
01,Surjoux,74
01,Sutrieu,223
01,Talissieu,436
01,Tenay,1067
01,Thézillieu,307
01,Thil,1021
01,Thoiry,6006
01,Thoissey,1630
01,Torcieu,719
01,Tossiat,1353
01,Toussieux,810
01,Tramoyes,1657
01,La Tranclière,298
01,Treffort-Cuisiat,2287
01,Trévoux,6708
01,Valeins,119
01,Vandeins,671
01,Varambon,527
01,Vaux-en-Bugey,1215
01,Verjon,259
01,Vernoux,322
01,Versailleux,375
01,Versonnex,2157
01,Vesancy,527
01,Vescours,234
01,Vésines,99
01,Vieu,374
01,Vieu-d'Izenave,680
01,Villars-les-Dombes,4449
01,Villebois,1160
01,Villemotier,654
01,Villeneuve,1421
01,Villereversure,1214
01,Villes,351
01,Villette-sur-Ain,681
01,Villieu-Loyes-Mollon,3350
01,Viriat,6258
01,Virieu-le-Grand,1108
01,Virieu-le-Petit,307
01,Virignin,997
01,Vongnes,73
01,Vonnas,2919
02,Abbécourt,525
02,Achery,620
02,Acy,1016
02,Agnicourt-et-Séchelles,196
02,Aguilcourt,395
02,Aisonville-et-Bernoville,265
02,Aizelles,115
02,Aizy-Jouy,304
02,Alaincourt,529
02,Allemant,173
02,Ambleny,1132
02,Ambrief,68
02,Amifontaine,414
02,Amigny-Rouy,742
02,Ancienville,80
02,Andelain,208
02,Anguilcourt-le-Sart,304
02,Anizy-le-Château,1948
02,Annois,385
02,Any-Martin-Rieux,464
02,Archon,83
02,Arcy-Sainte-Restitue,408
02,Armentières-sur-Ourcq,108
02,Arrancy,54
02,Artemps,362
02,Artonges,196
02,Assis-sur-Serre,249
02,Athies-sous-Laon,2616
02,Attilly,375
02,Aubencheul-aux-Bois,296
02,Aubenton,664
02,Aubigny-aux-Kaisnes,240
02,Aubigny-en-Laonnois,108
02,Audignicourt,103
02,Audigny,283
02,Augy,88
02,Aulnois-sous-Laon,1398
02,Les Autels,74
02,Autremencourt,177
02,Autreppes,177
02,Autreville,827
02,Azy-sur-Marne,408
02,Bagneux,71
02,Bancigny,29
02,Barenton-Bugny,556
02,Barenton-Cel,130
02,Barenton-sur-Serre,117
02,Barisis-aux-Bois,739
02,Barzy-en-Thiérache,314
02,Barzy-sur-Marne,385
02,Bassoles-Aulers,143
02,Baulne-en-Brie,259
02,Bazoches-sur-Vesles,469
02,Beaumé,99
02,Beaumont-en-Beine,170
02,Beaurevoir,1469
02,Beaurieux,803
02,Beautor,2692
02,Beauvois-en-Vermandois,284
02,Becquigny,285
02,Belleau,141
02,Bellenglise,382
02,Belleu,3861
02,Bellicourt,634
02,Benay,212
02,Bergues-sur-Sambre,217
02,Berlancourt,108
02,Berlise,121
02,Bernot,444
02,Berny-Rivière,636
02,Berrieux,188
02,Berry-au-Bac,592
02,Bertaucourt-Epourdon,615
02,Berthenicourt,203
02,Bertricourt,175
02,Berzy-le-Sec,401
02,Besmé,155
02,Besmont,161
02,Besny-et-Loizy,364
02,Béthancourt-en-Vaux,490
02,Beugneux,110
02,Beuvardes,719
02,Bézu-le-Guéry,262
02,Bézu-Saint-Germain,1012
02,Bichancourt,1068
02,Bieuxy,30
02,Bièvres,67
02,Billy-sur-Aisne,1143
02,Billy-sur-Ourcq,214
02,Blanzy-lès-Fismes,103
02,Blérancourt,1236
02,Blesmes,408
02,Bohain-en-Vermandois,5750
02,Bois-lès-Pargny,193
02,Boncourt,259
02,Bonneil,383
02,Bonnesvalyn,243
02,Bony,136
02,Bosmont-sur-Serre,203
02,Bouconville-Vauclair,207
02,Boué,1277
02,Bouffignereux,103
02,Bouresches,201
02,Bourg-et-Comin,829
02,Bourguignon-sous-Coucy,101
02,Bourguignon-sous-Montbavin,147
02,La Bouteille,496
02,Braine,2250
02,Brancourt-en-Laonnois,706
02,Brancourt-le-Grand,609
02,Brasles,1397
02,Bray-Saint-Christophe,72
02,Braye,118
02,Braye-en-Laonnois,223
02,Braye-en-Thiérache,132
02,Brécy,345
02,Brenelle,196
02,Breny,257
02,Brie,57
02,Brissay-Choigny,295
02,Brissy-Hamégicourt,640
02,Brumetz,219
02,Brunehamel,516
02,Bruyères-et-Montbérault,1558
02,Bruyères-sur-Fère,194
02,Bruys,20
02,Bucilly,184
02,Bucy-le-Long,1911
02,Bucy-lès-Cerny,207
02,Bucy-lès-Pierrepont,424
02,Buire,878
02,Buironfosse,1196
02,Burelles,133
02,Bussiares,125
02,Buzancy,190
02,Caillouël-Crépigny,432
02,Camelin,453
02,La Capelle,1827
02,Castres,241
02,Le Catelet,197
02,Caulaincourt,139
02,Caumont,569
02,La Celle-sous-Montmirail,116
02,Celles-lès-Condé,83
02,Celles-sur-Aisne,260
02,Cerizy,64
02,Cerny-en-Laonnois,70
02,Cerny-lès-Bucy,110
02,Cerseuil,91
02,Cessières,474
02,Chacrise,340
02,Chaillevois,179
02,Chalandry,242
02,Chambry,768
02,Chamouille,280
02,Champs,286
02,Chaourse,525
02,La Chapelle-Monthodon,190
02,La Chapelle-sur-Chézy,289
02,Charly-sur-Marne,2644
02,Le Charmel,323
02,Charmes,1635
02,Chartèves,353
02,Chassemy,848
02,Château-Thierry,14189
02,Châtillon-lès-Sons,89
02,Châtillon-sur-Oise,125
02,Chaudardes,88
02,Chaudun,252
02,Chauny,11874
02,Chavignon,797
02,Chavigny,138
02,Chavonne,200
02,Chérêt,132
02,Chermizy-Ailles,110
02,Chéry-Chartreuve,354
02,Chéry-lès-Pouilly,689
02,Chéry-lès-Rozoy,105
02,Chevennes,140
02,Chevregny,196
02,Chevresis-Monceau,368
02,Chézy-en-Orxois,391
02,Chézy-sur-Marne,1305
02,Chierry,1049
02,Chigny,140
02,Chivres-en-Laonnois,381
02,Chivres-Val,583
02,Chivy-lès-Étouvelles,496
02,Chouy,385
02,Cierges,72
02,Cilly,220
02,Ciry-Salsogne,897
02,Clacy-et-Thierret,331
02,Clairfontaine,558
02,Clamecy,222
02,Clastres,632
02,Clermont-les-Fermes,123
02,Coeuvres-et-Valsery,467
02,Coincy,1316
02,Coingt,72
02,Colligis-Crandelain,201
02,Colonfay,82
02,Commenchon,208
02,Concevreux,273
02,Condé-en-Brie,650
02,Condé-sur-Aisne,386
02,Condé-sur-Suippe,216
02,Condren,707
02,Connigis,317
02,Contescourt,64
02,Corbeny,750
02,Corcy,318
02,Coucy-la-Ville,211
02,Coucy-le-Château-Auffrique,1052
02,Coucy-lès-Eppes,608
02,Coulonges-Cohan,429
02,Coupru,183
02,Courbes,32
02,Courboin,302
02,Courcelles-sur-Vesle,365
02,Courchamps,97
02,Courmelles,1781
02,Courmont,126
02,Courtemont-Varennes,289
02,Courtrizy-et-Fussigny,63
02,Couvrelles,192
02,Couvron-et-Aumencourt,904
02,Coyolles,376
02,Cramaille,130
02,Craonne,77
02,Craonnelle,111
02,Crécy-au-Mont,321
02,Crécy-sur-Serre,1485
02,Crépy,1951
02,Crézancy,1181
02,Croix-Fonsomme,230
02,La Croix-sur-Ourcq,119
02,Crouttes-sur-Marne,636
02,Crouy,2829
02,Crupilly,78
02,Cuffies,1796
02,Cugny,597
02,Cuirieux,161
02,Cuiry-Housse,111
02,Cuiry-lès-Chaudardes,76
02,Cuiry-lès-Iviers,32
02,Cuissy-et-Geny,59
02,Cuisy-en-Almont,339
02,Cutry,125
02,Cys-la-Commune,148
02,Dagny-Lambercy,134
02,Dallon,423
02,Dammard,401
02,Dampleux,409
02,Danizy,591
02,Dercy,381
02,Deuillet,228
02,Dhuizel,115
02,Dizy-le-Gros,771
02,Dohis,101
02,Dolignon,52
02,Dommiers,290
02,Domptin,665
02,Dorengt,157
02,Douchy,153
02,Dravegny,149
02,Droizy,70
02,Dury,205
02,Ébouleau,211
02,Effry,339
02,Englancourt,136
02,Épagny,333
02,Éparcy,41
02,Épaux-Bézu,576
02,Épieds,389
02,L' Épine-aux-Bois,263
02,Eppes,414
02,Erlon,290
02,Erloy,88
02,Esquéhéries,843
02,Essigny-le-Grand,1083
02,Essigny-le-Petit,371
02,Essises,434
02,Essômes-sur-Marne,2770
02,Estrées,416
02,Étampes-sur-Marne,1176
02,Étaves-et-Bocquiaux,586
02,Étouvelles,215
02,Étréaupont,927
02,Étreillers,1199
02,Étrépilly,96
02,Étreux,1481
02,Évergnicourt,580
02,Faucoucourt,298
02,Faverolles,310
02,Fayet,680
02,La Fère,2915
02,Fère-en-Tardenois,3183
02,La Ferté-Chevresis,574
02,La Ferté-Milon,2192
02,Fesmy-le-Sart,516
02,Festieux,647
02,Fieulaine,275
02,Filain,133
02,La Flamengrie,1158
02,Flavigny-le-Grand-et-Beaurain,477
02,Flavy-le-Martel,1642
02,Fleury,133
02,Fluquières,215
02,Folembray,1425
02,Fonsomme,515
02,Fontaine-lès-Clercs,275
02,Fontaine-lès-Vervins,952
02,Fontaine-Notre-Dame,405
02,Fontaine-Uterte,127
02,Fontenelle,272
02,Fontenelle-en-Brie,229
02,Fontenoy,491
02,Foreste,177
02,Fossoy,559
02,Fourdrain,418
02,Francilly-Selency,429
02,Franqueville,129
02,Fresnes,158
02,Fresnes-en-Tardenois,264
02,Fresnoy-le-Grand,3011
02,Fressancourt,204
02,Frières-Faillouël,1006
02,Froidestrées,201
02,Froidmont-Cohartille,256
02,Gandelu,693
02,Gauchy,5351
02,Gercy,287
02,Gergny,141
02,Germaine,73
02,Gernicourt,47
02,Gibercourt,45
02,Gizy,676
02,Gland,463
02,Glennes,226
02,Goudelancourt-lès-Berrieux,52
02,Goudelancourt-lès-Pierrepont,156
02,Goussancourt,121
02,Gouy,585
02,Grand-Rozoy,314
02,Grand-Verly,145
02,Grandlup-et-Fay,308
02,Grandrieux,91
02,Gricourt,959
02,Grisolles,205
02,Gronard,76
02,Grougis,380
02,Grugies,1212
02,Guignicourt,2198
02,Guise,5109
02,Guivry,260
02,Guny,443
02,Guyencourt,213
02,Hannapes,304
02,Happencourt,146
02,Haramont,586
02,Harcigny,248
02,Hargicourt,576
02,Harly,1678
02,Hartennes-et-Taux,383
02,Hary,223
02,Hautevesnes,166
02,Hauteville,166
02,Haution,151
02,La Hérie,152
02,Le Hérie-la-Viéville,239
02,Hinacourt,32
02,Hirson,9346
02,Holnon,1404
02,Homblières,1499
02,Houry,50
02,Housset,164
02,Iron,235
02,Itancourt,1070
02,Iviers,218
02,Jaulgonne,654
02,Jeancourt,275
02,Jeantes,224
02,Joncourt,314
02,Jouaignes,148
02,Jumencourt,155
02,Jumigny,62
02,Jussy,1219
02,Juvigny,288
02,Juvincourt-et-Damary,570
02,Laffaux,149
02,Laigny,209
02,Lanchy,47
02,Landifay-et-Bertaignemont,282
02,Landouzy-la-Cour,195
02,Landouzy-la-Ville,582
02,Landricourt,139
02,Laniscourt,171
02,Laon,25219
02,Lappion,299
02,Largny-sur-Automne,256
02,Latilly,211
02,Launoy,102
02,Laval-en-Laonnois,252
02,Lavaqueresse,212
02,Laversine,168
02,Lehaucourt,917
02,Lemé,444
02,Lempire,99
02,Lerzy,211
02,Leschelle,285
02,Lesdins,835
02,Lesges,81
02,Lesquielles-Saint-Germain,817
02,Leuilly-sous-Coucy,395
02,Leury,106
02,Leuze,168
02,Levergies,567
02,Lhuys,147
02,Licy-Clignon,79
02,Lierval,112
02,Liesse-Notre-Dame,1307
02,Liez,422
02,Limé,186
02,Lislet,239
02,Lizy,268
02,Logny-lès-Aubenton,78
02,Longpont,284
02,Longueval-Barbonval,499
02,Lor,149
02,Louâtre,205
02,Loupeigne,89
02,Lucy-le-Bocage,188
02,Lugny,111
02,Luzoir,294
02,Ly-Fontaine,132
02,Maast-et-Violaine,147
02,Mâchecourt,113
02,Macogny,78
02,Macquigny,373
02,Magny-la-Fosse,127
02,Maissemy,245
02,Maizy,439
02,La Malmaison,417
02,Malzy,187
02,Manicamp,322
02,Marchais,393
02,Marchais-en-Brie,295
02,Marcy,176
02,Marcy-sous-Marle,211
02,Marest-Dampcourt,349
02,Mareuil-en-Dôle,268
02,Marfontaine,77
02,Margival,369
02,Marigny-en-Orxois,473
02,Marizy-Saint-Mard,53
02,Marizy-Sainte-Geneviève,130
02,Marle,2331
02,Marly-Gomont,445
02,Martigny,435
02,Martigny-Courpierre,119
02,Mauregny-en-Haye,443
02,Mayot,199
02,Mennessis,424
02,Menneville,414
02,Mennevret,634
02,Mercin-et-Vaux,964
02,Merlieux-et-Fouquerolles,280
02,Merval,97
02,Mesbrecourt-Richecourt,300
02,Mesnil-Saint-Laurent,447
02,Meurival,51
02,Mézières-sur-Oise,534
02,Mézy-Moulins,525
02,Missy-aux-Bois,114
02,Missy-lès-Pierrepont,107
02,Missy-sur-Aisne,662
02,Molain,149
02,Molinchart,327
02,Monampteuil,133
02,Monceau-le-Neuf-et-Faucouzy,332
02,Monceau-le-Waast,218
02,Monceau-lès-Leups,468
02,Monceau-sur-Oise,116
02,Mondrepuis,1005
02,Monnes,119
02,Mons-en-Laonnois,1213
02,Mont-d'Origny,885
02,Mont-Notre-Dame,736
02,Mont-Saint-Jean,77
02,Mont-Saint-Martin,82
02,Mont-Saint-Père,709
02,Montaigu,751
02,Montbavin,48
02,Montbrehain,843
02,Montchâlons,60
02,Montcornet,1478
02,Montescourt-Lizerolles,1676
02,Montfaucon,202
02,Montgobert,202
02,Montgru-Saint-Hilaire,35
02,Monthenault,150
02,Monthiers,151
02,Monthurel,150
02,Montigny-en-Arrouaise,309
02,Montigny-l'Allier,272
02,Montigny-le-Franc,152
02,Montigny-Lengrain,694
02,Montigny-lès-Condé,69
02,Montigny-sous-Marle,62
02,Montigny-sur-Crécy,333
02,Montlevon,282
02,Montloué,176
02,Montreuil-aux-Lions,1384
02,Morcourt,590
02,Morgny-en-Thiérache,97
02,Morsain,422
02,Mortefontaine,247
02,Mortiers,201
02,Moulins,86
02,Moussy-Verneuil,125
02,Moÿ-de-l'Aisne,971
02,Muret-et-Crouttes,130
02,Muscourt,56
02,Nampcelles-la-Cour,128
02,Nampteuil-sous-Muret,93
02,Nanteuil-la-Fosse,176
02,Nanteuil-Notre-Dame,63
02,Nauroy,725
02,Nesles-la-Montagne,1241
02,Neufchâtel-sur-Aisne,408
02,Neuflieux,97
02,Neuilly-Saint-Front,2152
02,Neuve-Maison,589
02,La Neuville-Bosmont,197
02,La Neuville-en-Beine,199
02,La Neuville-Housset,62
02,La Neuville-lès-Dorengt,399
02,Neuville-Saint-Amand,872
02,Neuville-sur-Ailette,99
02,Neuville-sur-Margival,125
02,Neuvillette,188
02,Nizy-le-Comte,255
02,Nogent-l'Artaud,2174
02,Nogentel,1011
02,Noircourt,83
02,Noroy-sur-Ourcq,140
02,Le Nouvion-en-Thiérache,2792
02,Nouvion-et-Catillon,544
02,Nouvion-le-Comte,269
02,Nouvion-le-Vineux,157
02,Nouvron-Vingré,231
02,Noyales,171
02,Noyant-et-Aconin,502
02,OEuilly,288
02,Ognes,1175
02,Ohis,313
02,Oigny-en-Valois,144
02,Oisy,456
02,Ollezy,177
02,Omissy,720
02,Orainville,516
02,Orgeval,68
02,Origny-en-Thiérache,1582
02,Origny-Sainte-Benoite,1712
02,Osly-Courtil,308
02,Ostel,79
02,Oulches-la-Vallée-Foulon,91
02,Oulchy-la-Ville,123
02,Oulchy-le-Château,830
02,Paars,297
02,Paissy,66
02,Pancy-Courtecon,59
02,Papleux,113
02,Parcy-et-Tigny,247
02,Parfondeval,144
02,Parfondru,359
02,Pargnan,71
02,Pargny-Filain,247
02,Pargny-la-Dhuys,180
02,Pargny-les-Bois,129
02,Parpeville,223
02,Pasly,1013
02,Passy-en-Valois,159
02,Passy-sur-Marne,146
02,Pavant,801
02,Perles,79
02,Pernant,691
02,Petit-Verly,175
02,Pierremande,270
02,Pierrepont,402
02,Pignicourt,193
02,Pinon,1801
02,Pithon,70
02,Pleine-Selve,170
02,Le Plessier-Huleu,75
02,Ploisy,81
02,Plomion,454
02,Ployart-et-Vaurseine,22
02,Pommiers,606
02,Pont-Arcy,131
02,Pont-Saint-Mard,189
02,Pontavert,595
02,Pontru,272
02,Pontruet,323
02,Pouilly-sur-Serre,503
02,Prémont,735
02,Prémontré,776
02,Presles-et-Boves,372
02,Presles-et-Thierny,401
02,Priez,52
02,Prisces,110
02,Proisy,324
02,Proix,151
02,Prouvais,347
02,Proviseux-et-Plesnoy,117
02,Puiseux-en-Retz,217
02,Puisieux-et-Clanlieu,294
02,Quierzy,431
02,Quincy-Basse,60
02,Quincy-sous-le-Mont,64
02,Raillimont,78
02,Ramicourt,167
02,Regny,206
02,Remaucourt,312
02,Remies,234
02,Remigny,386
02,Renansart,171
02,Renneval,133
02,Résigny,179
02,Ressons-le-Long,775
02,Retheuil,384
02,Reuilly-Sauvigny,226
02,Révillon,71
02,Ribeauville,73
02,Ribemont,1967
02,Rocourt-Saint-Martin,270
02,Rocquigny,386
02,Rogécourt,99
02,Rogny,110
02,Romeny-sur-Marne,481
02,Romery,90
02,Ronchères,128
02,Roucy,383
02,Rougeries,230
02,Roupy,226
02,Rouvroy,522
02,Rouvroy-sur-Serre,40
02,Royaucourt-et-Chailvet,215
02,Rozet-Saint-Albin,289
02,Rozières-sur-Crise,231
02,Rozoy-Bellevalle,113
02,Rozoy-sur-Serre,1012
02,Saconin-et-Breuil,228
02,Sains-Richaumont,1037
02,Saint-Agnan,108
02,Saint-Algis,162
02,Saint-Aubin,319
02,Saint-Bandry,306
02,Saint-Christophe-à-Berry,431
02,Saint-Clément,54
02,Saint-Erme-Outre-et-Ramecourt,1883
02,Saint-Eugène,249
02,Saint-Gengoulph,145
02,Saint-Gobain,2274
02,Saint-Gobert,285
02,Saint-Mard,109
02,Saint-Martin-Rivière,133
02,Saint-Michel,3535
02,Saint-Nicolas-aux-Bois,114
02,Saint-Paul-aux-Bois,395
02,Saint-Pierre-Aigle,345
02,Saint-Pierre-lès-Franqueville,63
02,Saint-Pierremont,48
02,Saint-Quentin,55698
02,Saint-Rémy-Blanzy,217
02,Saint-Simon,597
02,Saint-Thibaut,60
02,Saint-Thomas,99
02,Sainte-Croix,130
02,Sainte-Geneviève,75
02,Sainte-Preuve,84
02,Samoussy,360
02,Sancy-les-Cheminots,103
02,Saponay,271
02,Saulchery,687
02,Savy,595
02,Seboncourt,1105
02,Selens,242
02,La Selve,214
02,Septmonts,571
02,Septvaux,163
02,Sequehart,216
02,Serain,408
02,Seraucourt-le-Grand,782
02,Serches,316
02,Sergy,160
